"Nominal Thickness (inches)","Height/Length","# of Tubes","Tube OD","C2C","Inspection Asset Component Name","Inspection Service","Robot","Inspection: Start Date","Inspection: End Date","Asset: Asset Name","Asset Component Name"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 2 - RUG","RUG","TOKA 4","8/25/2025","8/26/2025","CFB Boiler","Division Wall 2"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 2 - RUG","RUG","TOKA 4","8/28/2028","8/29/2028","CFB Boiler","Division Wall 2"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 2 - RUG","RUG","TOKA 4","5/3/2023","5/4/2023","CFB Boiler","Division Wall 2"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 3 - RUG","RUG","TOKA 4","8/27/2029","8/28/2029","CFB Boiler","Division Wall 3"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 3 - RUG","RUG","TOKA 4","8/24/2026","8/25/2026","CFB Boiler","Division Wall 3"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 3 - RUG","RUG","TOKA 4","8/25/2031","8/26/2031","CFB Boiler","Division Wall 3"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 3 - RUG","RUG","TOKA 4","8/26/2024","8/27/2024","CFB Boiler","Division Wall 3"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 3 - RUG","RUG","TOKA 4","8/26/2030","8/27/2030","CFB Boiler","Division Wall 3"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 3 - RUG","RUG","TOKA 4","8/30/2027","8/31/2027","CFB Boiler","Division Wall 3"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 3 - RUG","RUG","TOKA 4","8/25/2025","8/26/2025","CFB Boiler","Division Wall 3"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 3 - RUG","RUG","TOKA 4","8/28/2028","8/29/2028","CFB Boiler","Division Wall 3"
"0.2400","62.0000","16","3.0000","4.0000","Division Wall 3 - RUG","RUG","TOKA 4","5/3/2023","5/4/2023","CFB Boiler","Division Wall 3"
"0.2400","62.0000","90","3.0000","4.0000","Front Wall Inspection","RUG","TOKA 4","10/4/2022","10/5/2022","CFB Boiler","Front Wall"
"0.0000","","","3.0000","4.0000","Front Water Wall Inspection  - RUG","RUG","","4/30/2022","5/2/2022","CFB Boiler","Front Wall"
"0.2362","23.0000","88","0.0000","3.0709","FILLER - RUG","RUG","TOKA 4","7/2/2022","7/2/2022","CFB Boiler","Front wall"
"0.2400","62.0000","90","3.0000","4.0000","Front Wall - RUG","RUG","TOKA 4","8/27/2029","8/28/2029","CFB Boiler","Front Wall"
"0.2400","62.0000","90","3.0000","4.0000","Front Wall - RUG","RUG","TOKA 4","8/24/2026","8/25/2026","CFB Boiler","Front Wall"
"0.2400","62.0000","90","3.0000","4.0000","Front Wall - RUG","RUG","TOKA 4","8/25/2031","8/26/2031","CFB Boiler","Front Wall"
"0.2400","62.0000","90","3.0000","4.0000","Front Wall - RUG","RUG","TOKA 4","8/26/2024","8/27/2024","CFB Boiler","Front Wall"
"0.2400","62.0000","90","3.0000","4.0000","Front Wall - RUG","RUG","TOKA 4","8/26/2030","8/27/2030","CFB Boiler","Front Wall"
"0.2400","62.0000","90","3.0000","4.0000","Front Wall - RUG","RUG","TOKA 4","8/30/2027","8/31/2027","CFB Boiler","Front Wall"
"0.2400","62.0000","90","3.0000","4.0000","Front Wall - RUG","RUG","TOKA 4","8/25/2025","8/26/2025","CFB Boiler","Front Wall"
"0.2400","62.0000","90","3.0000","4.0000","Front Wall - RUG","RUG","TOKA 4","5/3/2023","5/4/2023","CFB Boiler","Front Wall"
"0.2400","62.0000","90","3.0000","4.0000","Front Wall - RUG","RUG","TOKA 4","8/28/2028","8/29/2028","CFB Boiler","Front Wall"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 1 - RUG","RUG","TOKA 4","8/27/2029","8/28/2029","CFB Boiler","Front Wing Wall 1"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 1 - RUG","RUG","TOKA 4","8/24/2026","8/25/2026","CFB Boiler","Front Wing Wall 1"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 1 - RUG","RUG","TOKA 4","8/25/2031","8/26/2031","CFB Boiler","Front Wing Wall 1"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 1 - RUG","RUG","TOKA 4","8/26/2024","8/27/2024","CFB Boiler","Front Wing Wall 1"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 1 - RUG","RUG","TOKA 4","8/26/2030","8/27/2030","CFB Boiler","Front Wing Wall 1"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 1 - RUG","RUG","TOKA 4","8/30/2027","8/31/2027","CFB Boiler","Front Wing Wall 1"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 1 - RUG","RUG","TOKA 4","8/25/2025","8/26/2025","CFB Boiler","Front Wing Wall 1"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 1 - RUG","RUG","TOKA 4","8/28/2028","8/29/2028","CFB Boiler","Front Wing Wall 1"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 1 - RUG","RUG","TOKA 4","5/3/2023","5/4/2023","CFB Boiler","Front Wing Wall 1"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 2 - RUG","RUG","TOKA 4","8/27/2029","8/28/2029","CFB Boiler","Front Wing Wall 2"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 2 - RUG","RUG","TOKA 4","8/24/2026","8/25/2026","CFB Boiler","Front Wing Wall 2"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 2 - RUG","RUG","TOKA 4","8/25/2031","8/26/2031","CFB Boiler","Front Wing Wall 2"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 2 - RUG","RUG","TOKA 4","8/26/2024","8/27/2024","CFB Boiler","Front Wing Wall 2"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 2 - RUG","RUG","TOKA 4","8/26/2030","8/27/2030","CFB Boiler","Front Wing Wall 2"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 2 - RUG","RUG","TOKA 4","8/30/2027","8/31/2027","CFB Boiler","Front Wing Wall 2"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 2 - RUG","RUG","TOKA 4","8/25/2025","8/26/2025","CFB Boiler","Front Wing Wall 2"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 2 - RUG","RUG","TOKA 4","8/28/2028","8/29/2028","CFB Boiler","Front Wing Wall 2"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 2 - RUG","RUG","TOKA 4","5/3/2023","5/4/2023","CFB Boiler","Front Wing Wall 2"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 3 - RUG","RUG","TOKA 4","8/27/2029","8/28/2029","CFB Boiler","Front Wing Wall 3"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 3 - RUG","RUG","TOKA 4","8/24/2026","8/25/2026","CFB Boiler","Front Wing Wall 3"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 3 - RUG","RUG","TOKA 4","8/25/2031","8/26/2031","CFB Boiler","Front Wing Wall 3"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 3 - RUG","RUG","TOKA 4","8/26/2024","8/27/2024","CFB Boiler","Front Wing Wall 3"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 3 - RUG","RUG","TOKA 4","8/26/2030","8/27/2030","CFB Boiler","Front Wing Wall 3"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 3 - RUG","RUG","TOKA 4","8/30/2027","8/31/2027","CFB Boiler","Front Wing Wall 3"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 3 - RUG","RUG","TOKA 4","8/25/2025","8/26/2025","CFB Boiler","Front Wing Wall 3"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 3 - RUG","RUG","TOKA 4","8/28/2028","8/29/2028","CFB Boiler","Front Wing Wall 3"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 3 - RUG","RUG","TOKA 4","5/3/2023","5/4/2023","CFB Boiler","Front Wing Wall 3"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 4 - RUG","RUG","TOKA 4","8/27/2029","8/28/2029","CFB Boiler","Front Wing Wall 4"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 4 - RUG","RUG","TOKA 4","8/24/2026","8/25/2026","CFB Boiler","Front Wing Wall 4"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 4 - RUG","RUG","TOKA 4","8/24/2026","8/25/2026","CFB Boiler","Front Wing Wall 4"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 4 - RUG","RUG","TOKA 4","8/25/2031","8/26/2031","CFB Boiler","Front Wing Wall 4"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 4 - RUG","RUG","TOKA 4","8/26/2024","8/27/2024","CFB Boiler","Front Wing Wall 4"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 4 - RUG","RUG","TOKA 4","8/26/2030","8/27/2030","CFB Boiler","Front Wing Wall 4"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 4 - RUG","RUG","TOKA 4","8/30/2027","8/31/2027","CFB Boiler","Front Wing Wall 4"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 4 - RUG","RUG","TOKA 4","8/25/2025","8/26/2025","CFB Boiler","Front Wing Wall 4"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 4 - RUG","RUG","TOKA 4","8/28/2028","8/29/2028","CFB Boiler","Front Wing Wall 4"
"0.2400","29.0000","12","2.0000","2.5000","Front Wing Wall 4 - RUG","RUG","TOKA 4","5/3/2023","5/4/2023","CFB Boiler","Front Wing Wall 4"
"0.2441","23.0000","50","0.0000","3.0709","FILLER - RUG","RUG","TOKA 4","7/2/2022","7/2/2022","CFB Boiler","Left wall"
"0.2400","62.0000","45","3.0000","4.0000","North Side Wall Inspection","RUG","TOKA 4","10/4/2022","10/5/2022","CFB Boiler","North Side Wall"
"0.2400","62.0000","45","3.0000","4.0000","North Side Wall - RUG","RUG","TOKA 4","8/27/2029","8/28/2029","CFB Boiler","North Side Wall"
"0.2400","62.0000","45","3.0000","4.0000","North Side Wall - RUG","RUG","TOKA 4","8/24/2026","8/25/2026","CFB Boiler","North Side Wall"
"0.2400","62.0000","45","3.0000","4.0000","North Side Wall - RUG","RUG","TOKA 4","8/25/2031","8/26/2031","CFB Boiler","North Side Wall"
"0.2400","62.0000","45","3.0000","4.0000","North Side Wall - RUG","RUG","TOKA 4","8/26/2024","8/27/2024","CFB Boiler","North Side Wall"
"0.2400","62.0000","45","3.0000","4.0000","North Side Wall - RUG","RUG","TOKA 4","8/26/2030","8/27/2030","CFB Boiler","North Side Wall"
"0.2400","62.0000","45","3.0000","4.0000","North Side Wall - RUG","RUG","TOKA 4","8/30/2027","8/31/2027","CFB Boiler","North Side Wall"
"0.2400","62.0000","45","3.0000","4.0000","North Side Wall - RUG","RUG","TOKA 4","8/25/2025","8/26/2025","CFB Boiler","North Side Wall"
"0.2400","62.0000","45","3.0000","4.0000","North Side Wall - RUG","RUG","TOKA 4","5/3/2023","5/4/2023","CFB Boiler","North Side Wall"
"0.2400","62.0000","45","3.0000","4.0000","North Side Wall - RUG","RUG","TOKA 4","8/28/2028","8/29/2028","CFB Boiler","North Side Wall"
"0.2400","33.0000","90","3.0000","4.0000","Rear Wall Inspection","RUG","TOKA 4","10/4/2022","10/5/2022","CFB Boiler","Rear Wall"
"0.0000","","","3.0000","4.0000","Rear Water Wall Inspection - RUG","RUG","","4/30/2022","5/2/2022","CFB Boiler","Rear Wall"
"0.2441","34.0000","88","0.0000","3.0709","FILLER - RUG","RUG","TOKA 4","7/2/2022","7/2/2022","CFB Boiler","Rear wall"
"0.2400","33.0000","90","3.0000","4.0000","Rear Wall - RUG","RUG","TOKA 4","8/27/2029","8/28/2029","CFB Boiler","Rear Wall"
"0.2400","33.0000","90","3.0000","4.0000","Rear Wall - RUG","RUG","TOKA 4","8/24/2026","8/25/2026","CFB Boiler","Rear Wall"
"0.2400","33.0000","90","3.0000","4.0000","Rear Wall - RUG","RUG","TOKA 4","8/25/2031","8/26/2031","CFB Boiler","Rear Wall"
"0.2400","33.0000","90","3.0000","4.0000","Rear Wall - RUG","RUG","TOKA 4","8/26/2024","8/27/2024","CFB Boiler","Rear Wall"
"0.2400","33.0000","90","3.0000","4.0000","Rear Wall - RUG","RUG","TOKA 4","8/26/2030","8/27/2030","CFB Boiler","Rear Wall"
"0.2400","33.0000","90","3.0000","4.0000","Rear Wall - RUG","RUG","TOKA 4","8/30/2027","8/31/2027","CFB Boiler","Rear Wall"
"0.2400","33.0000","90","3.0000","4.0000","Rear Wall - RUG","RUG","TOKA 4","8/25/2025","8/26/2025","CFB Boiler","Rear Wall"
"0.2400","33.0000","90","3.0000","4.0000","Rear Wall - RUG","RUG","TOKA 4","5/3/2023","5/4/2023","CFB Boiler","Rear Wall"
"0.2400","33.0000","90","3.0000","4.0000","Rear Wall - RUG","RUG","TOKA 4","8/28/2028","8/29/2028","CFB Boiler","Rear Wall"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall Inspection","RUG","TOKA 4","10/4/2022","10/5/2022","CFB Boiler","Rear Wing Wall 1"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall Inspection","RUG","TOKA 4","10/4/2022","10/5/2022","CFB Boiler","Rear Wing Wall 1"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall Inspection","RUG","TOKA 4","10/4/2022","10/5/2022","CFB Boiler","Rear Wing Wall 1"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall Inspection","RUG","TOKA 4","10/4/2022","10/5/2022","CFB Boiler","Rear Wing Wall 1"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 1 - RUG","RUG","TOKA 4","8/27/2029","8/28/2029","CFB Boiler","Rear Wing Wall 1"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 1 - RUG","RUG","TOKA 4","8/24/2026","8/25/2026","CFB Boiler","Rear Wing Wall 1"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 1 - RUG","RUG","TOKA 4","8/25/2031","8/26/2031","CFB Boiler","Rear Wing Wall 1"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 1 - RUG","RUG","TOKA 4","8/26/2024","8/27/2024","CFB Boiler","Rear Wing Wall 1"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 1 - RUG","RUG","TOKA 4","8/26/2030","8/27/2030","CFB Boiler","Rear Wing Wall 1"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 1 - RUG","RUG","TOKA 4","8/30/2027","8/31/2027","CFB Boiler","Rear Wing Wall 1"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 1 - RUG","RUG","TOKA 4","8/25/2025","8/26/2025","CFB Boiler","Rear Wing Wall 1"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 1 - RUG","RUG","TOKA 4","8/28/2028","8/29/2028","CFB Boiler","Rear Wing Wall 1"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 1 - RUG","RUG","TOKA 4","5/3/2023","5/4/2023","CFB Boiler","Rear Wing Wall 1"
"0.2400","56.0000","14","3.0000","4.0000","Front Wing Wall Inspection","RUG","TOKA 4","10/4/2022","10/5/2022","CFB Boiler","Rear Wing Wall 2"
"0.2400","56.0000","14","3.0000","4.0000","Front Wing Wall Inspection","RUG","TOKA 4","10/4/2022","10/5/2022","CFB Boiler","Rear Wing Wall 2"
"0.2400","56.0000","14","3.0000","4.0000","Front Wing Wall Inspection","RUG","TOKA 4","10/4/2022","10/5/2022","CFB Boiler","Rear Wing Wall 2"
"0.2400","56.0000","14","3.0000","4.0000","Front Wing Wall Inspection","RUG","TOKA 4","10/4/2022","10/5/2022","CFB Boiler","Rear Wing Wall 2"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 2 - RUG","RUG","TOKA 4","8/27/2029","8/28/2029","CFB Boiler","Rear Wing Wall 2"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 2 - RUG","RUG","TOKA 4","8/24/2026","8/25/2026","CFB Boiler","Rear Wing Wall 2"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 2 - RUG","RUG","TOKA 4","8/25/2031","8/26/2031","CFB Boiler","Rear Wing Wall 2"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 2 - RUG","RUG","TOKA 4","8/26/2024","8/27/2024","CFB Boiler","Rear Wing Wall 2"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 2 - RUG","RUG","TOKA 4","8/26/2030","8/27/2030","CFB Boiler","Rear Wing Wall 2"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 2 - RUG","RUG","TOKA 4","8/30/2027","8/31/2027","CFB Boiler","Rear Wing Wall 2"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 2 - RUG","RUG","TOKA 4","8/25/2025","8/26/2025","CFB Boiler","Rear Wing Wall 2"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 2 - RUG","RUG","TOKA 4","8/28/2028","8/29/2028","CFB Boiler","Rear Wing Wall 2"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 2 - RUG","RUG","TOKA 4","5/3/2023","5/4/2023","CFB Boiler","Rear Wing Wall 2"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 3 - RUG","RUG","TOKA 4","8/27/2029","8/28/2029","CFB Boiler","Rear Wing Wall 3"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 3 - RUG","RUG","TOKA 4","8/24/2026","8/25/2026","CFB Boiler","Rear Wing Wall 3"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 3 - RUG","RUG","TOKA 4","8/25/2031","8/26/2031","CFB Boiler","Rear Wing Wall 3"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 3 - RUG","RUG","TOKA 4","8/26/2024","8/27/2024","CFB Boiler","Rear Wing Wall 3"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 3 - RUG","RUG","TOKA 4","8/26/2030","8/27/2030","CFB Boiler","Rear Wing Wall 3"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 3 - RUG","RUG","TOKA 4","8/30/2027","8/31/2027","CFB Boiler","Rear Wing Wall 3"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 3 - RUG","RUG","TOKA 4","8/25/2025","8/26/2025","CFB Boiler","Rear Wing Wall 3"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 3 - RUG","RUG","TOKA 4","8/28/2028","8/29/2028","CFB Boiler","Rear Wing Wall 3"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 3 - RUG","RUG","TOKA 4","5/3/2023","5/4/2023","CFB Boiler","Rear Wing Wall 3"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 4 - RUG","RUG","TOKA 4","8/27/2029","8/28/2029","CFB Boiler","Rear Wing Wall 4"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 4 - RUG","RUG","TOKA 4","8/25/2031","8/26/2031","CFB Boiler","Rear Wing Wall 4"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 4 - RUG","RUG","TOKA 4","8/26/2024","8/27/2024","CFB Boiler","Rear Wing Wall 4"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 4 - RUG","RUG","TOKA 4","8/26/2030","8/27/2030","CFB Boiler","Rear Wing Wall 4"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 4 - RUG","RUG","TOKA 4","8/30/2027","8/31/2027","CFB Boiler","Rear Wing Wall 4"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 4 - RUG","RUG","TOKA 4","8/25/2025","8/26/2025","CFB Boiler","Rear Wing Wall 4"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 4 - RUG","RUG","TOKA 4","8/28/2028","8/29/2028","CFB Boiler","Rear Wing Wall 4"
"0.2400","56.0000","14","3.0000","4.0000","Rear Wing Wall 4 - RUG","RUG","TOKA 4","5/3/2023","5/4/2023","CFB Boiler","Rear Wing Wall 4"
"0.2441","23.0000","50","0.0000","3.0709","FILLER - RUG","RUG","TOKA 4","7/2/2022","7/2/2022","CFB Boiler","Right wall"
"0.0000","","","3.0000","4.0000","Right Water Wall - RUG","RUG","","4/30/2022","5/2/2022","CFB Boiler","Side Water Walls"
"0.0000","","","3.0000","4.0000","Left Water Wall - RUG","RUG","","4/30/2022","5/2/2022","CFB Boiler","Side Water Walls"
"0.2400","62.0000","45","3.0000","4.0000","South Side Wall Inpsection","RUG","TOKA 4","10/4/2022","10/5/2022","CFB Boiler","South Side Wall"
"0.2400","62.0000","45","3.0000","4.0000","South Side Wall - RUG","RUG","TOKA 4","8/27/2029","8/28/2029","CFB Boiler","South Side Wall"
"0.2400","62.0000","45","3.0000","4.0000","South Side Wall - RUG","RUG","TOKA 4","8/24/2026","8/25/2026","CFB Boiler","South Side Wall"
"0.2400","62.0000","45","3.0000","4.0000","South Side Wall - RUG","RUG","TOKA 4","8/25/2031","8/26/2031","CFB Boiler","South Side Wall"
"0.2400","62.0000","45","3.0000","4.0000","South Side Wall - RUG","RUG","TOKA 4","8/26/2024","8/27/2024","CFB Boiler","South Side Wall"
"0.2400","62.0000","45","3.0000","4.0000","South Side Wall - RUG","RUG","TOKA 4","8/26/2030","8/27/2030","CFB Boiler","South Side Wall"
"0.2400","62.0000","45","3.0000","4.0000","South Side Wall - RUG","RUG","TOKA 4","8/30/2027","8/31/2027","CFB Boiler","South Side Wall"
"0.2400","62.0000","45","3.0000","4.0000","South Side Wall - RUG","RUG","TOKA 4","8/25/2025","8/26/2025","CFB Boiler","South Side Wall"
"0.2400","62.0000","45","3.0000","4.0000","South Side Wall - RUG","RUG","TOKA 4","8/28/2028","8/29/2028","CFB Boiler","South Side Wall"
"0.2400","62.0000","45","3.0000","4.0000","South Side Wall - RUG","RUG","TOKA 4","5/3/2023","5/4/2023","CFB Boiler","South Side Wall"
"0.0000","","","2.0000","3.5000","Wing Wall 1 - RUG","RUG","","4/30/2022","5/2/2022","CFB Boiler","Wing Wall"
"0.0000","","","2.0000","3.5000","Wing Wall 2 - RUG","RUG","","4/30/2022","5/2/2022","CFB Boiler","Wing Wall"
"","85.0000","150","","","FILLER - RUG","RUG","TOKA 4","","","CFB boiler - (150MW Thermal/50MW Electric))","Front Waterwall"
"","85.0000","75","","","FILLER - RUG","RUG","TOKA 4","","","CFB boiler - (150MW Thermal/50MW Electric))","Left wall"
"","85.0000","150","","","FILLER - RUG","RUG","TOKA 4","","","CFB boiler - (150MW Thermal/50MW Electric))","Rear Waterwall"
"","85.0000","75","","","FILLER - RUG","RUG","TOKA 4","","","CFB boiler - (150MW Thermal/50MW Electric))","Right waterwall"
"0.2400","68.0000","26","3.0000","4.0000","Division Wall 1 - RUG","RUG","TOKA 4","5/1/2023","5/2/2023","CFB Boiler #1","Division Wall 1"
"0.2400","68.0000","26","3.0000","4.0000","Division Wall 2 - RUG","RUG","TOKA 4","5/1/2023","5/2/2023","CFB Boiler #1","Division Wall 2"
"0.2400","68.0000","26","3.0000","4.0000","Division Wall 3 - RUG","RUG","TOKA 4","5/1/2023","5/2/2023","CFB Boiler #1","Division Wall 3"
"0.2400","68.0000","26","3.0000","4.0000","Division Wall 4 - RUG","RUG","TOKA 4","5/1/2023","5/2/2023","CFB Boiler #1","Division Wall 4"
"0.2400","68.0000","26","3.0000","4.0000","Division Wall 5 - RUG","RUG","TOKA 4","5/1/2023","5/2/2023","CFB Boiler #1","Division Wall 5"
"0.2402","85.0000","142","2.5000","3.4646","Front (South) wall (138 x 26m) - RUG","RUG","TOKA 4","8/9/2022","8/10/2022","CFB Boiler #1","Front (South) wall (138 x 26m)"
"0.2400","80.0000","143","3.0000","4.0000","Front Waterwall - RUG","RUG","TOKA 4","5/1/2023","5/2/2023","CFB Boiler #1","Front Waterwall"
"0.2402","85.0000","72","2.5000","3.4646","Left (West) wall (64 tubes x 26m) - RUG","RUG","TOKA 4","8/9/2022","8/10/2022","CFB Boiler #1","Left (West) wall (64 tubes x 26m)"
"0.2400","80.0000","65","3.0000","4.0000","Left Waterwall - RUG","RUG","TOKA 4","5/1/2023","5/2/2023","CFB Boiler #1","Left Waterwall"
"0.2402","85.0000","142","2.5000","3.4646","Rear (North) Wall - (138 tubes x 26m) - RUG","RUG","TOKA 4","8/9/2022","8/10/2022","CFB Boiler #1","Rear (North) Wall - (138 tubes x 26m)"
"0.2400","50.0000","143","3.0000","4.0000","Rear Waterwall - RUG","RUG","TOKA 4","5/1/2023","5/2/2023","CFB Boiler #1","Rear Waterwall"
"0.2402","85.0000","72","2.5000","3.4646","Right (East) wall  (64 tubes x 26m) - RUG","RUG","TOKA 4","8/9/2022","8/10/2022","CFB Boiler #1","Right (East) wall  (64 tubes x 26m)"
"0.2400","80.0000","65","3.0000","4.0000","Right Waterwall - RUG","RUG","TOKA 4","5/1/2023","5/2/2023","CFB Boiler #1","Right Waterwall"
"0.3201","82.0000","144","2.5000","3.4646","Front wall - RUG","RUG","","11/10/2021","11/12/2021","CFB Boiler #2","Front Wall (144 tubes x 25m)"
"0.3201","82.0000","144","2.5000","3.4646","Front Wall (144 tubes x 25m) - RUG","RUG","TOKA 4","11/13/2022","11/14/2022","CFB Boiler #2","Front Wall (144 tubes x 25m)"
"0.3201","82.0000","72","2.5000","3.4646","Left wall - RUG","RUG","","11/10/2021","11/12/2021","CFB Boiler #2","Left side wall (72 tubes x 25m)"
"0.3201","82.0000","72","2.5000","3.4646","Left side wall (72 tubes x 25m) - RUG","RUG","TOKA 4","11/13/2022","11/14/2022","CFB Boiler #2","Left side wall (72 tubes x 25m)"
"0.3201","82.0000","144","2.5000","3.4646","Rear Wall - RUG","RUG","","11/10/2021","11/12/2021","CFB Boiler #2","Rear wall (144 tubes x 25m)"
"0.3201","82.0000","144","2.5000","3.4646","Rear wall (144 tubes x 25m) - RUG","RUG","TOKA 4","11/13/2022","11/14/2022","CFB Boiler #2","Rear wall (144 tubes x 25m)"
"0.3201","82.0000","72","2.5000","3.4646","Rigt wall - RUG","RUG","","11/10/2021","11/12/2021","CFB Boiler #2","Right side wall (72 tubes x 25m)"
"0.3201","82.0000","72","2.5000","3.4646","Right side wall (72 tubes x 25m) - RUG","RUG","TOKA 4","11/13/2022","11/14/2022","CFB Boiler #2","Right side wall (72 tubes x 25m)"
"0.3350","101.0000","44","3.5000","4.5000","Division Walls - RUG","RUG","TOKA 4","11/9/2022","11/11/2022","CFB Boiler NO2","Division Walls"
"0.1870","92.0000","341","2.0000","3.0000","Front Wall - RUG","RUG","TOKA 4","11/9/2022","11/11/2022","CFB Boiler NO2","Front Wall"
"0.1870","92.0000","87","2.0000","3.0000","Left Wall - RUG","RUG","TOKA 4","11/9/2022","11/11/2022","CFB Boiler NO2","Left Wall"
"0.1870","92.0000","341","2.0000","3.0000","Rear Wall - RUG","RUG","TOKA 4","11/9/2022","11/11/2022","CFB Boiler NO2","Rear Wall"
"0.1870","92.0000","87","2.0000","3.0000","Right Wall - RUG","RUG","TOKA 4","11/9/2022","11/11/2022","CFB Boiler NO2","Right Wall"
