,slug,nominal,min_t,max_t,tubes_inspected,bins_collected,critical_tubes,critical_bins
381,20190501-34c58f,0.22,0.07999999821186066,0.28303998708724976,134,36854,64,268
382,20190501-61866f,0.22,0.14000000059604645,0.26899999380111694,25,1947,1,5
383,20190426-a9effa,0.22,0.2150000035762787,0.296999990940094,32,1549,0,0
384,20190422-f7ee9c,0.26,0.20399999618530273,0.40400001406669617,270,55162,0,0
385,20190422-79bca8,0.17,0.14000000059604645,0.2199999988079071,440,18262,0,0
386,20190422-967037,0.3,0.23899999260902405,0.32333333293596905,28,18845,0,0
387,20190422-b0917f,0.3,0.20100000500679016,1.1679999828338623,270,6055,7,13
388,20190423-a5d1e7,0.385,0.08900000154972076,0.4790000021457672,177,8344,156,3798
389,20190424-04b2ab,0.385,0.08500000089406967,0.4729999899864197,178,7867,175,3789
390,20190416-ed7142,0.25,0.17900000512599945,0.3400000035762787,185,22240,0,0
391,20190416-f4e0d2,0.2,0.09000000357627869,0.28999999165534973,185,8710,20,20
392,20190412-0ce8d9,0.221,0.13899999856948853,0.3580000102519989,73,6294,2,3
393,20190408-6ef89f,0.284,0.13500000536441803,0.4059999883174896,191,55196,21,24
394,20190408-2a21cc,0.26,0.23899999260902405,0.5009999871253967,144,1204,0,0
395,20190408-6b3f35,0.264,0.34200000762939453,0.47999998927116394,125,231,0,0
396,20190408-b0d27c,0.284,0.1080000028014183,0.42649999260902405,191,5704,13,15
397,20190404-b5c354,0.25,0.11400000005960464,0.27666667103767395,426,5154,196,501
398,20190404-d50eab,0.188,0.18033333122730255,0.25600001215934753,47,1834,0,0
399,20190326-fc801e,0.22,0.13600000739097595,0.2540000081062317,420,7093,1,2
400,20190322-7563a3,0.238,0.12099999934434891,0.382999986410141,656,187580,207,970
401,20190319-dd287e,0.203,0.10000000149011612,0.3919999897480011,620,40745,149,311
402,20190318-28ae1e,0.26,0.14100000262260437,0.39399999380111694,270,56652,2,2
403,20190318-3a224b,0.17,0.1459999978542328,0.20399999618530273,440,18397,0,0
404,20190318-13620f,0.3,0.18366666634877524,0.32499998807907104,392,18032,13,13
405,20190318-5316c5,0.26,0.1599999964237213,0.3659999966621399,270,6596,4,10
406,20190311-d526d9,0.165,3.708399945497513,5.257800057530403,106,15819,0,0
407,20190310-86375a,0.203,0.14499999582767487,0.25699999928474426,106,13760,0,0
408,20190310-d05cfa,0.203,0.14300000667572021,0.21533332765102386,105,1861,0,0
409,20190226-123ece,0.275,4.394199821352959,10.922000181674958,236,29689,0,0
410,20190204-d08c55,0.24,0.08100000023841858,0.39899998903274536,170,24712,133,774
411,20190206-d91636,0.24,0.11500000208616257,0.4000000059604645,81,4830,44,236
412,20190206-7b2d77,0.28,0.07100000232458115,0.35899999737739563,126,126,31,31
413,20190114-1d914e,0.3,2.514599986374378,7.416799890995026,776,49186,0,0
414,20181126-c25c8d,0.203,0.13166666527589163,0.24899999797344208,143,24910,14,19
415,20181126-b7b036,0.203,0.16899999976158142,0.8399999737739563,142,3926,0,0
416,20181126-f21948,0.203,0.2796666622161865,0.39800000190734863,26,3129,0,0
417,20181119-889ea0,0.18,0.10100000351667404,0.27900001406669617,83,17085,54,129
418,20181105-23a07b,0.28,4.089399814605713,8.585200309753418,194,23742,0,0
419,20181029-949de3,0.24,0.15199999511241913,0.3659999966621399,89,1064,1,1
420,20181029-ef0a03,0.165,0.11266666650772095,0.2460000067949295,72,4841,3,3
421,20181028-f8cbb4,0.238,0.12800000111262003,0.36000001430511475,656,147181,70,262
422,20181028-b16b2c,0.238,0.1433333307504654,0.3499999940395355,179,6474,60,133
423,20181024-f08f05,0.22,0.07999999821186066,0.2669999897480011,176,50400,67,176
424,20181012-ce779a,0.238,0.10433333615461986,1.1865000128746033,656,168721,273,1441
425,20181008-76db11,0.21,0.12600000202655792,0.3310000002384186,586,45274,17,41
426,20181008-eff850,0.21,0.13566666841506958,0.23899999260902405,27,12963,2,4
427,20181008-95ebc6,0.2,0.11999999731779099,0.2026666651169459,60,11956,7,21
428,20181007-b824f3,0.315,0.12800000607967377,0.45899999141693115,88,2397,14,93
429,20181007-ab6eeb,0.27,0.2160000056028366,0.43700000643730164,21,458,0,0
430,20181002-6204b4,0.224,0.20333332816759744,1.2990000247955322,292,9808,0,0
431,20181002-0edcdd,0.343,0.24899999797344208,0.36500000953674316,73,676,0,0
432,20180926-254609,0.195,0.101,0.205,26,297,9,15
433,20180926-ca61af,0.195,0.121,0.206,26,306,2,2
434,20180913-9f2c07,0.203,0.11720000207424164,0.23430000245571136,18,201,9,18
435,20180725-440f1b,0.18,0.1565999984741211,0.22499999403953552,8,2919,0,0
436,20180516-65bf95,0.25,0.205,0.31,482,28611,0,0
437,20180501-cd0660,0.26,0.175,0.432,270,54468,1,2
438,20180501-50e698,0.17,0.159,0.237,440,17608,0,0
439,20180501-bfe192,0.3,0.235,0.312,392,16954,0,0
440,20180501-9e52c4,0.26,0.168,0.357,270,6083,1,3
441,20180424-5a41f3,0.203,0.158,0.253,53,2204,0,0
442,20180423-f78a24,0.268,0.128,0.375,498,121810,457,5905
443,20180424-beb1fa,0.238,0.199,0.322,183,21566,0,0
444,20180416-abc541,0.195,0.116,0.2,26,289,10,14
445,20180416-12319e,0.26,0.152,0.325,162,32634,12,22
446,20180416-2118b9,0.195,0.126,0.197,26,288,6,7
447,20180416-efbd35,0.35,0.1,0.412,134,5709,116,2329
448,20180412-94589a,0.225,0.113,0.234,60,11180,54,971
449,20180411-3dc995,0.22,0.148,0.275,176,21714,5,10
450,20180410-f86f85,0.275,4.498,8.722,239,31957,0,0
451,20180404-be2b58,0.265,0.104,0.385,247,15469,225,2145
452,20180406-d909b9,0.265,0.184,0.327,8,671,1,1
453,20180327-babe1a,0.26,0.19,0.375,270,52761,0,0
454,20180327-52aa09,0.17,0.126,0.215,440,15231,0,0
455,20180327-8a3cdc,0.3,0.255,0.332,28,17912,0,0
456,20180327-cf22b2,0.3,0.151,0.401,270,5967,4,4
457,20180312-e0450f,0.28,0.121,0.349,187,9876,114,1969
458,20180312-5b9d1f,0.3,0.136,0.375,188,9643,127,2708
459,20180217-181c5b,0.268,0.131,0.334,498,88602,440,7147
460,20180217-11d514,0.25,0.18799999356269836,0.4009999930858612,184,31776,0,0
461,20180213-e225e7,0.238,6.011,7.219,178,14869,0,0
462,20180125-514a8b,0.238,0.176,0.296,656,6622,0,0
463,20180123-152fc9,0.28,6.011,7.219,178,14869,0,0
464,20180110-d28267,0.0,41.0,94.0,105,3026,0,0
465,20171128-9ee0a5,0.22,0.128,0.271,498,24581,35,90
466,20171130-b77eb6,0.238,0.084,0.29,498,4841,56,64
467,20171120-1eb3c7,0.238,0.153,0.296,300,8466,35,58
468,20171104-39b30c,0.203,0.053,0.246,259,3380,255,2460
469,20171103-e6ba11,0.24,0.15539999306201935,0.3294000029563904,90,6817,30,106
470,20171103-8bf789,0.24,0.15080000460147858,0.3398999869823456,16,2405,15,128
471,20171103-850446,0.24,0.082,0.299,14,2774,9,46
472,20171023-158e37,0.21,0.088,0.262,582,44956,51,106
473,20171023-77fc27,0.21,0.129,0.262,27,13541,9,12
474,20171018-b24ffd,0.22,0.162,0.273,8,162,0,0
475,20171012-3ee5d7,0.25,0.194,0.303,526,34123,0,0
476,20170928-3f9322,0.25,0.152,0.312,279,79651,34,61
477,20170914-b05e6e,0.24,0.187,0.293,276,11198,0,0
478,20170914-f3ed61,0.24,0.188,0.284,25,4526,0,0
479,20170820-59ca5f,0.23,0.173,0.261,65,2693,0,0
480,20170820-db2009,0.23,0.187,0.282,12,1395,0,0
481,20170523-1948fb,0.284,0.2529,0.312,318,9079,0,0
482,20170515-14f248,0.35,0.2204,0.3747,9,678,9,28
483,20170501-d06a6c,0.26,0.21400000000000002,0.3735,270,52799,0,0
484,20170502-98bade,0.17,0.1369,0.2465,40,18280,0,0
485,20170502-3233b3,0.3,0.239,0.3445,28,17470,0,0
486,20170427-cc80b8,0.26,4.0,31.0,594,6430,0,0
487,20170327-f1495d,0.26,0.2111,0.3747,623,40880,0,0
488,20170327-53a53b,0.17,0.16007999999999997,0.297,480,19797,0,0
489,20170327-c7bcea,0.3,0.2175,0.4408,416,16298,0,0
490,20170316-e4aa87,0.25,0.0824,0.2726,283,9745,271,2311
491,20170317-e033fe,0.25,0.0835,0.268,199,6871,159,651
492,20170311-e152db,0.23,4.51,59.839999999999996,342,24787,0,0
493,20161025-3219a1,0.21,0.113,0.26,374,27169,31,59
